Active Ingredient,SMILES
PROCARBAZINE HYDROCHLORIDE,[H+].[Cl-].CNNCc1ccc(cc1)C(=O)NC(C)C
FEXINIDAZOLE,CSc1ccc(OCc2ncc(n2C)[N+]([O-])=O)cc1
RIMANTADINE HYDROCHLORIDE,[H+].[Cl-].CC(N)C12CC3CC(CC(C3)C1)C2
TERBINAFINE,CN(C\C=C\C#CC(C)(C)C)Cc1cccc2ccccc12
PHENAZOPYRIDINE HYDROCHLORIDE,[H+].[Cl-].Nc1ccc(N=Nc2ccccc2)c(N)n1
ALPRAZOLAM,Cc1nnc2CN=C(c3ccccc3)c4cc(Cl)ccc4n12
NAPHAZOLINE HYDROCHLORIDE,[H+].[Cl-].C1CN=C(Cc2cccc3ccccc23)N1
MAGNESIUM ACETATE TETRAHYDRATE,O.O.O.O.[Mg++].CC([O-])=O.CC([O-])=O
TETRABENAZINE,COc1cc2CCN3CC(CC(C)C)C(=O)CC3c2cc1OC
SELEGILINE HYDROCHLORIDE,[Cl-].C[C@H](Cc1ccccc1)N(C)CC#C.[H+]
BRIVARACETAM,CCC[C@H]1CN([C@@H](CC)C(N)=O)C(=O)C1
METRONIDAZOLE HYDROCHLORIDE,[H+].[Cl-].Cc1ncc(n1CCO)[N+]([O-])=O
ETHACRYNIC ACID,CCC(=C)C(=O)c1ccc(OCC(O)=O)c(Cl)c1Cl
PROBENECID,CCCN(CCC)[S](=O)(=O)c1ccc(cc1)C(O)=O
SODIUM TETRADECYL SULFATE,[Na+].CCCCCCCCCCCCCCO[S]([O-])(=O)=O
METHOXAMINE HYDROCHLORIDE,[H+].[Cl-].COc1ccc(OC)c(c1)C(O)C(C)N
OXALIPLATIN,[Pt++].NC1CCCCC1N.[O-]C(=O)C([O-])=O
TIZANIDINE HYDROCHLORIDE,[H+].[Cl-].Clc1ccc2nsnc2c1NC3=NCCN3
TICLOPIDINE HYDROCHLORIDE,[H+].[Cl-].Clc1ccccc1CN2CCc3sccc3C2
FURAZOLIDONE,[O-][N+](=O)c1oc(cc1)\C=N\N2CCOC2=O
DIETHYLPROPION HYDROCHLORIDE,[H+].[Cl-].CCN(CC)C(C)C(=O)c1ccccc1
TIMOLOL,CC(C)(C)NC[C@H](O)COc1nsnc1N2CCOCC2
KETAMINE HYDROCHLORIDE,[H+].[Cl-].CNC1(CCCCC1=O)c2ccccc2Cl
DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c3cc(Cl)ccc13
IBUPROFEN SODIUM,[Na+].CC(C)Cc1ccc(cc1)C(C)C([O-])=O
LORAZEPAM,OC1N=C(c2ccccc2Cl)c3cc(Cl)ccc3NC1=O
DIETHYLSTILBESTROL,CC\C(c1ccc(O)cc1)=C(CC)/c2ccc(O)cc2
ARMODAFINIL,NC(=O)C[S@@](=O)C(c1ccccc1)c2ccccc2
BETAZOLE HYDROCHLORIDE,[H+].[H+].[Cl-].[Cl-].NCCc1[nH]ncc1
TAPENTADOL,CC[C@H]([C@@H](C)CN(C)C)c1cccc(O)c1
THIORIDAZINE,CSc1ccc2Sc3ccccc3N(CCC4CCCCN4C)c2c1
SODIUM ASCORBATE,[Na+].OC[C@H](O)C1OC(=O)[C-](O)C1=O
PIPERAZINE CITRATE,OC(=O)CC(O)(CC(O)=O)C(O)=O.C1CNCCN1
BENZNIDAZOLE,[O-][N+](=O)c1nccn1CC(=O)NCc2ccccc2
CLOFARABINE,Nc1nc(Cl)nc2n(cnc12)C3OC(CO)C(O)C3F
THALIDOMIDE,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
SULFAMETER,COc1cnc(N[S](=O)(=O)c2ccc(N)cc2)nc1
OXAPROZIN,OC(=O)CCc1oc(c2ccccc2)c(n1)c3ccccc3
TETRAHYDROZOLINE HYDROCHLORIDE,[H+].[Cl-].C1CC(C2=NCCN2)c3ccccc3C1
RIVASTIGMINE,CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C
ISOSORBIDE,O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12
ONDANSETRON,Cn1c2CCC(Cn3ccnc3C)C(=O)c2c4ccccc14
CHLORMEZANONE,CN1C(c2ccc(Cl)cc2)[S](=O)(=O)CCC1=O
CHLORPROTHIXENE,CN(C)CC\C=C/1c2ccccc2Sc3ccc(Cl)cc13
LORCASERIN HYDROCHLORIDE,[Cl-].C[C@H]1CNCCc2ccc(Cl)cc12.[H+]
UNDECOYLIUM CHLORIDE IODINE COMPLEX,[Cl-].CCC(=O)OCCNC(=O)C[n+]1ccccc1
LENALIDOMIDE,Nc1cccc2C(=O)N(Cc12)C3CCC(=O)NC3=O
ECHOTHIOPHATE IODIDE,[I-].CCO[P](=O)(OCC)SCC[N+](C)(C)C
CINOXACIN,CCN1N=C(C(O)=O)C(=O)c2cc3OCOc3cc12
PRILOCAINE HYDROCHLORIDE,[H+].[Cl-].CCCNC(C)C(=O)Nc1ccccc1C
GUANABENZ ACETATE,CC(O)=O.NC(N)=N\N=C\c1c(Cl)cccc1Cl
MAZINDOL,OC1(N2CCN=C2c3ccccc13)c4ccc(Cl)cc4
CAPSAICIN,COc1cc(CNC(=O)CCCC\C=C\C(C)C)ccc1O
FLUCONAZOLE,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F
OXYMETAZOLINE,Cc1cc(c(O)c(C)c1CC2=NCCN2)C(C)(C)C
AMOXAPINE,Clc1ccc2Oc3ccccc3N=C(N4CCNCC4)c2c1
TOCAINIDE HYDROCHLORIDE,[H+].[Cl-].CC(N)C(=O)Nc1c(C)cccc1C
CLONIDINE HYDROCHLORIDE,[H+].[Cl-].Clc1cccc(Cl)c1NC2=NCCN2
SULFISOXAZOLE,Cc1noc(N[S](=O)(=O)c2ccc(N)cc2)c1C
SULFAMERAZINE,Cc1ccnc(N[S](=O)(=O)c2ccc(N)cc2)n1
FENOFIBRIC ACID,CC(Oc1ccc(Oc2ccc(Cl)cc2)cc1)C(O)=O
ATROPINE,CN1C2CCC1CC(C2)OC(=O)C(CO)c3ccccc3
MALATHION,CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC
DESLORATADINE,Clc1ccc2c(CCc3cccnc3C2=C4CCNCC4)c1
CHLORPROPAMIDE,CCCNC(=O)N[S](=O)(=O)c1ccc(Cl)cc1
LACOSAMIDE,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1
INAMRINONE LACTATE,NC1=CC(=CNC1=O)c2ccncc2.OCCC(O)=O
PHENPROCOUMON,CCC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O
OCTINOXATE,CCCCC(CC)COC(=O)/C=C/c1ccc(OC)cc1
NEVIRAPINE,Cc1ccnc2N(C3CC3)c4ncccc4C(=O)Nc12
ESTAZOLAM,Clc1ccc2n3cnnc3CN=C(c4ccccc4)c2c1
SULFAMETHOXAZOLE,Cc1onc(N[S](=O)(=O)c2ccc(N)cc2)c1
OXAZEPAM,OC1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O
PHENYLEPHRINE HYDROCHLORIDE,[Cl-].CNC[C@H](O)c1cccc(O)c1.[H+]
CICLOPIROX,CC1=CC(=O)N(O)C(=C1)C2CCCCC2.NCCO
VARENICLINE,C1NC[C@H]2C[C@@H]1c3cc4nccnc4cc23
SIMETHICONE,CO[Si](C)(C)O[Si](C)(C)C.O=[Si]=O
MODAFINIL,NC(=O)C[S](=O)C(c1ccccc1)c2ccccc2
SODIUM POLYSTYRENE SULFONATE,[Ca++].[O-][S](=O)(=O)c1ccccc1C=C
MECAMYLAMINE HYDROCHLORIDE,[H+].[Cl-].CNC1(C)C2CCC(C2)C1(C)C
KETOPROFEN,CC(C(O)=O)c1cccc(c1)C(=O)c2ccccc2
GUANETHIDINE MONOSULFATE,NC(N)=NCCN1CCCCCCC1.O[S](O)(=O)=O
Nevirapine,Cc1ccnc2N(C3CC3)c4ncccc4C(=O)Nc12
RAMELTEON,CCC(=O)NCC[C@@H]1CCc2ccc3OCCc3c12
NITROFURAZONE,NC(=O)N/N=C/c1oc(cc1)[N+]([O-])=O
HEXAMINOLEVULINATE HYDROCHLORIDE,Cl.NC(N)C(=O)C(N)(N)C(N)(N)C(O)=O
PHENYTOIN,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3
TOLBUTAMIDE,CCCCNC(=O)N[S](=O)(=O)c1ccc(C)cc1
IOFETAMINE HYDROCHLORIDE I-123,[H+].[Cl-].CC(C)NC(C)Cc1ccc(I)cc1
CARBIDOPA,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(O)=O
SULFAMETHIZOLE,Cc1sc(N[S](=O)(=O)c2ccc(N)cc2)nn1
DAPSONE,Nc1ccc(cc1)[S](=O)(=O)c2ccc(N)cc2
ACYCLOVIR SODIUM,[Na+].Nc1nc([O-])c2ncn(COCCO)c2n1
SUPROFEN,CC(C(O)=O)c1ccc(cc1)C(=O)c2sccc2
AMANTADINE,[Cl-].NC12CC3CC(CC(C3)C1)C2.[H+]
VILOXAZINE HYDROCHLORIDE,[H+].[Cl-].CCOc1ccccc1OCC2CNCCO2
SODIUM SUCCINATE,[Na+].[Na+].[O-]C(=O)CCC([O-])=O
EFLORNITHINE HYDROCHLORIDE,[H+].[Cl-].NCCCC(N)(C(F)F)C(O)=O
CAPTOPRIL,C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O
LEFLUNOMIDE,Cc1oncc1C(=O)Nc2ccc(cc2)C(F)(F)F
CHLORPHENTERMINE HYDROCHLORIDE,[H+].[Cl-].CC(C)(N)Cc1ccc(Cl)cc1
MAFENIDE ACETATE,CC(O)=O.NCc1ccc(cc1)[S](N)(=O)=O
PANTOTHENIC ACID,CC(C)(CO)[C@@H](O)C(=O)NCCC(O)=O
CHLORPROMAZINE,CN(C)CCCN1c2ccccc2Sc3ccc(Cl)cc13
TACRINE HYDROCHLORIDE,[H+].[Cl-].Nc1c2CCCCc2nc3ccccc13
TRIENTINE HYDROCHLORIDE,[H+].[H+].[Cl-].[Cl-].NCCNCCNCCN
PINACIDIL,O.CC(N=C(NC#N)Nc1ccncc1)C(C)(C)C
MELPHALAN,NC(Cc1ccc(cc1)N(CCCl)CCCl)C(O)=O
DYPHYLLINE,CN1C(=O)N(C)c2ncn(CC(O)CO)c2C1=O
ROTIGOTINE,CCCN(CCc1sccc1)C2CCc3c(O)cccc3C2
MITOTANE,ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl
NALIDIXIC ACID,CCN1C=C(C(O)=O)C(=O)c2ccc(C)nc12
AMANTADINE HYDROCHLORIDE,[Cl-].NC12CC3CC(CC(C3)C1)C2.[H+]
XYLOSE,OC[C@@H](O)[C@H](O)[C@@H](O)C=O
DECITABINE,NC1=NC(=O)N(C=N1)C2CC(O)C(CO)O2
METHYLDOPA,COC(=O)[C@@H](N)Cc1ccc(O)c(O)c1
TRIMETHOPRIM,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
TRIOXSALEN,Cc1oc2c(C)c3OC(=O)C=C(C)c3cc2c1
METHAMPHETAMINE HYDROCHLORIDE,[Cl-].CN[C@@H](C)Cc1ccccc1.[H+]
AMPHETAMINE ADIPATE,CC(N)Cc1ccccc1.OC(=O)CCCCC(O)=O
VIDARABINE,Nc1ncnc2n(cnc12)C3OC(CO)C(O)C3O
PYRIDOSTIGMINE BROMIDE,[Br-].CN(C)C(=O)Oc1ccc[n+](C)c1
IOPHENDYLATE,CCOC(=O)CCCCCCCCC(C)c1ccc(I)cc1
NEPAFENAC,NC(=O)Cc1cccc(c1N)C(=O)c2ccccc2
DESVENLAFAXINE,CN(C)CC(c1ccc(O)cc1)C2(O)CCCCC2
TRIAMTERENE,Nc1nc(N)c2nc(c3ccccc3)c(N)nc2n1
ANISINDIONE,COc1ccc(cc1)C2C(=O)c3ccccc3C2=O
FLURBIPROFEN,CC(C(O)=O)c1ccc(c(F)c1)c2ccccc2
LEVONORDEFRIN,C[C@H](N)[C@H](O)c1ccc(O)c(O)c1
OXCARBAZEPINE,NC(=O)N1c2ccccc2CC(=O)c3ccccc13
SULFADIAZINE,Nc1ccc(cc1)[S](=O)(=O)Nc2ncccn2
SULFAPYRIDINE,Nc1ccc(cc1)[S](=O)(=O)Nc2ccccn2
METHDILAZINE,CN1CCC(C1)CN2c3ccccc3Sc4ccccc24
METHAZOLAMIDE,CN1N=C(SC1=NC(C)=O)[S](N)(=O)=O
GEMFIBROZIL,Cc1ccc(C)c(OCCCC(C)(C)C(O)=O)c1
PENCICLOVIR,NC1=NC(=O)c2ncn(CCC(CO)CO)c2N1
STIRIPENTOL,CC(C)(C)C(O)/C=C/c1ccc2OCOc2c1
PROPYLIODONE,CCCOC(=O)CN1C=C(I)C(=O)C(=C1)I
CARISOPRODOL,CCCC(C)(COC(N)=O)COC(=O)NC(C)C
CHLORAMBUCIL,OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl
ATENOLOL,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
ETHOXZOLAMIDE,CCOc1ccc2nc(sc2c1)[S](N)(=O)=O
ALBENDAZOLE,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1
LEVOCARNITINE,C[N+](C)(C)C[C@H](O)CC([O-])=O
PILOCARPINE,CC[C@H]1[C@H](COC1=O)Cc2cncn2C
DIAZOXIDE,CC1=N[S](=O)(=O)c2cc(Cl)ccc2N1
MIRTAZAPINE,CN1CCN2C(C1)c3ccccc3Cc4cccnc24
GANCICLOVIR,NC1=NC(=O)c2ncn(COC(CO)CO)c2N1
TALBUTAL,CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O
BUSULFAN,C[S](=O)(=O)OCCCCO[S](C)(=O)=O
BUPIVACAINE,CCCCN1CCCCC1C(=O)Nc2c(C)cccc2C
BUTALBITAL,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O
DICLOFENAC,OC(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl
TOLAZOLINE HYDROCHLORIDE,[H+].[Cl-].C1CN=C(Cc2ccccc2)N1
IOPANOIC ACID,CCC(Cc1c(I)cc(I)c(N)c1I)C(O)=O
LEVODOPA,N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O
MEXILETINE HYDROCHLORIDE,[H+].[Cl-].CC(N)COc1c(C)cccc1C
FERROUS FUMARATE,[Fe++].[O-]C(=O)\C=C/C([O-])=O
AMINOGLUTETHIMIDE,CCC1(CCC(=O)NC1=O)c2ccc(N)cc2
PINDOLOL,CC(C)NCC(O)COc1cccc2[nH]ccc12
EDROPHONIUM CHLORIDE,[Cl-].CC[N+](C)(C)c1cccc(O)c1
PYRIDOXINE HYDROCHLORIDE,[H+].[Cl-].Cc1ncc(CO)c(CO)c1O
DIFLUNISAL,OC(=O)c1cc(ccc1O)c2ccc(F)cc2F
TRICLOFOS SODIUM,[Na].O[P](O)(=O)OCC(Cl)(Cl)Cl
PHENINDIONE,O=C1C(c2ccccc2)C(=O)c3ccccc13
ETHANOLAMINE OLEATE,CCCCCCCC\C=C/CCCCCCCC(=O)OCCN
PENTOBARBITAL,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
BETHANECHOL CHLORIDE,[Cl-].CC(C[N+](C)(C)C)OC(N)=O
ALBUTEROL,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
SULFACETAMIDE,CC(=O)N[S](=O)(=O)c1ccc(N)cc1
METHACHOLINE CHLORIDE,[Cl-].CC(C[N+](C)(C)C)OC(C)=O
PRALIDOXIME CHLORIDE,[Cl-].CN1C=CC=C\C1=C/[NH+]=O
PYRIMETHAMINE,CCc1nc(N)nc(N)c1c2ccc(Cl)cc2
CAFFEINE,Cn1cnc2N(C)C(=O)N(C)C(=O)c12
SECNIDAZOLE,CC(O)Cn1c(C)ncc1[N+]([O-])=O
METYROSINE,C[C@](N)(Cc1ccc(O)cc1)C(O)=O
IMIQUIMOD,CC(C)Cn1cnc2c(N)nc3ccccc3c12
LINDANE,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
RUFINAMIDE,NC(=O)c1cn(Cc2c(F)cccc2F)nn1
TRICLOSAN,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl
LAMOTRIGINE,Nc1nnc(c(N)n1)c2cccc(Cl)c2Cl
ARGININE HYDROCHLORIDE,Cl.N[C@@H](CCCNC(N)=N)C(O)=O
PHENMETRAZINE HYDROCHLORIDE,[H+].[Cl-].CC1NCCOC1c2ccccc2
ACETAZOLAMIDE,CC(=O)Nc1sc(nn1)[S](N)(=O)=O
MAGNESIUM ACETATE,[Mg++].CC([O-])=O.CC([O-])=O
DROXIDOPA,NC(C(O)c1ccc(O)c(O)c1)C(O)=O
GLYCEROL PHENYLBUTYRATE,CCC(C(O)=O)c1ccccc1.OCC(O)CO
AMPHETAMINE SULFATE,CC(N)Cc1ccccc1.O[S](O)(=O)=O
CLOFIBRATE,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1
CALCIUM ACETATE,[Ca++].CC([O-])=O.CC([O-])=O
MEBUTAMATE,CCC(C)C(C)(COC(N)=O)COC(N)=O
BENZOYL PEROXIDE,O=C(OOC(=O)c1ccccc1)c2ccccc2
TETRACAINE,CCCCNc1ccc(cc1)C(=O)OCCN(C)C
PHENTERMINE HYDROCHLORIDE,[H+].[Cl-].CC(C)(N)Cc1ccccc1
MEPHENYTOIN,CCC1(NC(=O)N(C)C1=O)c2ccccc2
ZINC ACETATE,[Zn++].CC([O-])=O.CC([O-])=O
DEXPANTHENOL,CC(C)(CO)[C@@H](O)C(=O)NCCCO
NAPROXEN,COc1ccc2cc(ccc2c1)C(C)C(O)=O
POTASSIUM BITARTRATE,[K+].OC(C(O)C([O-])=O)C(O)=O
METYRAPONE,CC(C)(c1cccnc1)C(=O)c2cccnc2
CARBAMAZEPINE,NC(=O)N1c2ccccc2C=Cc3ccccc13
PIPOBROMAN,BrCCC(=O)N1CCN(CC1)C(=O)CCBr
OXYBENZONE,COc1ccc(c(O)c1)C(=O)c2ccccc2
METFORMIN HYDROCHLORIDE,[H+].[Cl-].CN(C)C(=N)N=C(N)N
PARGYLINE HYDROCHLORIDE,[H+].[Cl-].CN(CC#C)Cc1ccccc1
METAXALONE,Cc1cc(C)cc(OCC2CNC(=O)O2)c1
AMINOHIPPURATE SODIUM,[Na].NOC(=O)CNC(=O)c1ccccc1
ALTRETAMINE,CN(C)c1nc(nc(n1)N(C)C)N(C)C
ZILEUTON,CC(N(O)C(N)=O)c1sc2ccccc2c1
METHSUXIMIDE,CN1C(=O)CC(C)(C1=O)c2ccccc2
MEFENAMIC ACID,Cc1cccc(Nc2ccccc2C(O)=O)c1C
HYDRALAZINE HYDROCHLORIDE,[H+].[Cl-].NNc1nncc2ccccc12
MEMANTINE,CC12CC3CC(C)(C1)CC(N)(C3)C2
FELBAMATE,NC(=O)OCC(COC(N)=O)c1ccccc1
METHARBITAL,CCC1(CC)C(=O)NC(=O)N(C)C1=O
VORINOSTAT,ONC(=O)CCCCCCC(=O)Nc1ccccc1
ETOMIDATE,CCOC(=O)c1cncn1C(C)c2ccccc2
TYROSINE,N[C@@H](Cc1ccc(O)cc1)C(O)=O
METHYLPHENIDATE,COC(=O)C(C1CCCCN1)c2ccccc2
CITRIC ACID,OC(=O)CC(O)(CC(O)=O)C(O)=O
GLUTETHIMIDE,CCC1(CCC(=O)NC1=O)c2ccccc2
BIOTIN,OC(=O)CCCCC1SCC2NC(=O)NC12
PHENELZINE SULFATE,NNCCc1ccccc1.O[S](O)(=O)=O
CIMETIDINE,CN=C(NCCSCc1nc[nH]c1C)NC#N
LIDOCAINE,CCN(CC)CC(=O)Nc1c(C)cccc1C
IBUPROFEN,CC(C)Cc1ccc(cc1)C(C)C(O)=O
HISTAMINE PHOSPHATE,NCCc1c[nH]cn1.O[P](O)(O)=O
DISULFIRAM,CCN(CC)C(=S)SSC(=S)N(CC)CC
METHOXSALEN,COc1c2occc2cc3C=CC(=O)Oc13
URACIL MUSTARD,ClCCN(CCCl)C1=CNC(=O)NC1=O
CHLORPHENESIN CARBAMATE,NC(=O)OCC(O)COc1ccc(Cl)cc1
THEOPHYLLINE,CN1C(=O)N(C)c2nc[nH]c2C1=O
ACETYLCHOLINE CHLORIDE,[Cl-].CC(=O)OCC[N+](C)(C)C
ISOCARBOXAZID,Cc1onc(c1)C(=O)NNCc2ccccc2
NABUMETONE,COc1ccc2cc(CCC(C)=O)ccc2c1
ZONISAMIDE,N[S](=O)(=O)Cc1noc2ccccc12
MINOXIDIL,NC1=CC(=NC(=N)N1O)N2CCCCC2
PENTAZOCINE LACTATE,CC(O)C(O)=O.C1=CN=NN=NN=C1
PRIMIDONE,CCC1(C(=O)NCNC1=O)c2ccccc2
CARBACHOL,[Cl-].C[N+](C)(C)CCOC(N)=O
ACYCLOVIR,NC1=NC(=O)c2ncn(COCCO)c2N1
ALLOPURINOL SODIUM,[Na+].[O-]c1ncnc2[nH]ncc12
METRONIDAZOLE,Cc1ncc(n1CCO)[N+]([O-])=O
SODIUM CARBONATE,[Na+].[Na+].[O-]C([O-])=O
DACARBAZINE,CN(C)N\N=C/1N=CN=C1C(N)=O
CYSTEAMINE BITARTRATE,NCCS.OC(C(O)C(O)=O)C(O)=O
CROTAMITON,CCN(C(=O)\C=C\C)c1ccccc1C
TEMOZOLOMIDE,CN1N=Nc2n(cnc2C(N)=O)C1=O
ETHOTOIN,CCN1C(=O)NC(C1=O)c2ccccc2
LITHIUM CARBONATE,[Li+].[Li+].[O-]C([O-])=O
CYCLOPHOSPHAMIDE,ClCCN(CCCl)[P]1(=O)NCCCO1
SEVELAMER HYDROCHLORIDE,[H+].[Cl-].NCC=C.ClCC1CO1
PIRFENIDONE,CC1=CN(C(=O)C=C1)c2ccccc2
EPINEPHRINE,CNC[C@H](O)c1ccc(O)c(O)c1
SELEGILINE,C[C@H](Cc1ccccc1)N(C)CC#C
MEPROBAMATE,CCCC(C)(COC(N)=O)COC(N)=O
AMINOSALICYLATE SODIUM,[Na+].NOc1ccccc1C([O-])=O
PHENYL AMINOSALICYLATE,NOc1ccccc1C(=O)Oc2ccccc2
LOMUSTINE,ClCCN(N=O)C(=O)NC1CCCCC1
BACLOFEN,NCC(CC(O)=O)c1ccc(Cl)cc1
THIOTEPA,S=[P](N1CC1)(N2CC2)N3CC3
COLESTIPOL HYDROCHLORIDE,[H+].[Cl-].NCCNCCNCCNCCN
VALPROATE SODIUM,[Na+].CCCC(CCC)C([O-])=O
PHENSUXIMIDE,CN1C(=O)CC(C1=O)c2ccccc2
MESNA,[Na+].[O-][S](=O)(=O)CCS
POTASSIUM AMINOSALICYLATE,[K+].NOc1ccccc1C([O-])=O
SODIUM PHENYLACETATE,[Na+].[O-]C(=O)Cc1ccccc1
LEVETIRACETAM,CC[C@H](N1CCCC1=O)C(N)=O
HALOPROGIN,Clc1cc(Cl)c(OCC#CI)cc1Cl
METHOCARBAMOL,COc1ccccc1OCC(O)COC(N)=O
L-GLUTAMINE,N[C@@H](CCC(N)=O)C(O)=O
METHYPRYLON,CCC1(CC)C(=O)NCC(C)C1=O
IFOSFAMIDE,ClCCN[P]1(=O)OCCCN1CCCl
BENZYL BENZOATE,O=C(OCc1ccccc1)c2ccccc2
SULFANILAMIDE,Nc1ccc(cc1)[S](N)(=O)=O
MECHLORETHAMINE HYDROCHLORIDE,[H+].[Cl-].CN(CCCl)CCCl
DOCOSANOL,CCCCCCCCCCCCCCCCCCCCCCO
PEMOLINE,NC1=NC(=O)C(O1)c2ccccc2
CLONIDINE,Clc1cccc(Cl)c1NC2=NCCN2
THIABENDAZOLE,[nH]1c2ccccc2nc1c3cscn3
ACETYLCYSTEINE,CC(=O)N[C@@H](CS)C(O)=O
PERFLUTREN,FC(F)(F)C(F)(F)C(F)(F)F
SODIUM BENZOATE,[Na+].[O-]C(=O)c1ccccc1
PRILOCAINE,CCCNC(C)C(=O)Nc1ccccc1C
EDARAVONE,CC1=NN(C(=O)C1)c2ccccc2
SODIUM PHENYLBUTYRATE,[Na].CCCC(=O)Oc1ccccc1
PIPERONYL BUTOXIDE,[O-]CCCCCc1ccc2OCOc2c1
CLIOQUINOL,Oc1c(I)cc(Cl)c2cccnc12
MENADIONE,CC1=CC(=O)c2ccccc2C1=O
ASCORBIC ACID,OCC(O)C1OC(=C(O)C1=O)O
SEVOFLURANE,FCOC(C(F)(F)F)C(F)(F)F
THIOGUANINE,NC1=Nc2nc[nH]c2C(=S)N1
PENICILLAMINE,CC(C)(S)[C@H](N)C(O)=O
PREGABALIN,CC(C)C[C@H](CN)CC(O)=O
ISOFLUROPHATE,CC(C)O[P](F)(=O)OC(C)C
PROPOFOL,CC(C)c1cccc(C(C)C)c1O
MONOBENZONE,Oc1ccc(OCc2ccccc2)cc1
MEGLUMINE,CNCC(O)C(O)C(O)C(O)CO
PARAMETHADIONE,CCC1(C)OC(=O)N(C)C1=O
ASPIRIN,CC(=O)Oc1ccccc1C(O)=O
BETAINE,C[N+](C)(C)CC([O-])=O
MONOMETHYL FUMARATE,COC(=O)\C=C\C([O-])=O
AMMONIUM LACTATE,[NH4+].CC(O)C([O-])=O
METHYL AMINOLEVULINATE HYDROCHLORIDE,Cl.COC(=O)C(N)CC(C)=O
PHENACEMIDE,NC(=O)NC(=O)Cc1ccccc1
TARTARIC ACID,OC(C(O)C(O)=O)C(O)=O
TRIMETHADIONE,CN1C(=O)OC(C)(C)C1=O
ETHINAMATE,NC(=O)OC1(CCCCC1)C#C
CYSTEINE HYDROCHLORIDE,Cl.N[C@@H](CS)C(O)=O
DOPAMINE HYDROCHLORIDE,Cl.NCCc1ccc(O)c(O)c1
SODIUM LACTATE,[Na+].CC(O)C([O-])=O
MESALAMINE,Nc1ccc(O)c(c1)C(O)=O
AMINOLEVULINIC ACID HYDROCHLORIDE,Cl.CC(=O)CC(N)C(O)=O
MAGNESIUM CARBONATE,[Mg++].[O-]C([O-])=O
SUCCIMER,OC(=O)C(S)C(S)C(O)=O
CARMUSTINE,ClCCNC(=O)N(CCCl)N=O
CALCIUM CARBONATE,[Ca++].[O-]C([O-])=O
CHLORZOXAZONE,Clc1ccc2OC(=O)Nc2c1
POTASSIUM LACTATE,[K+].CC(O)C([O-])=O
ENFLURANE,FC(F)OC(F)(F)C(F)Cl
AZELAIC ACID,OC(=O)CCCCCCCC(O)=O
MERCAPTOPURINE,S=C1N=CNc2nc[nH]c12
TROPICAMIDE,NC(=O)C(CO)c1ccccc1
DIMETHYL FUMARATE,COC(=O)/C=C/C(=O)OC
ISOFLURANE,FC(F)OC(Cl)C(F)(F)F
IOBENGUANE SULFATE I-123,NC(N)=NCc1cccc(I)c1
DEFERIPRONE,CN1C=CC(=O)C(=C1C)O
GABAPENTIN,NCC1(CCCCC1)CC(O)=O
SODIUM OXYBATE,[Na+].OCCCC([O-])=O
AMIFOSTINE,NCCCNCCS[P](O)(O)=O
TIOPRONIN,CC(S)C(=O)NCC(O)=O
TRANEXAMIC ACID,NCC1CCC(CC1)C(O)=O
HYDROXYAMPHETAMINE HYDROBROMIDE,Br.CC(Cc1ccccc1)NO
ALLOPURINOL,O=C1N=CN=C2NNC=C12
GUAIFENESIN,COc1ccccc1OCC(O)CO
DESFLURANE,FC(F)OC(F)C(F)(F)F
PYRIDOXINE,Cc1ncc(CO)c(CO)c1O
PROPYLTHIOURACIL,CCCN1C(=O)C=CNC1=S
ETHIONAMIDE,CCc1cc(ccn1)C(N)=S
FLUCYTOSINE,NC1=C(F)C=NC(=O)N1
DEXTROAMPHETAMINE,C[C@H](N)Cc1ccccc1
ACETAMINOPHEN,CC(=O)Nc1ccc(O)cc1
ETHOSUXIMIDE,CCC1(C)CC(=O)NC1=O
ETHCHLORVYNOL,CCC(O)(\C=C\Cl)C#C
